Timestamp,Trial,Channel,Temperature (C)
2025-02-04 14:09:41,1,0,20.230205502129984
2025-02-04 14:09:41,1,1,20.249961868308663
2025-02-04 14:09:41,1,2,20.358613743733933
2025-02-04 14:09:41,1,3,20.470112545510815
2025-02-04 14:09:42,2,0,20.238942079154743
2025-02-04 14:09:42,2,1,20.256158465632303
2025-02-04 14:09:42,2,2,20.35061503319972
2025-02-04 14:09:42,2,3,20.459453158499848
2025-02-04 14:09:43,3,0,20.238942079154743
2025-02-04 14:09:43,3,1,20.256158465632303
2025-02-04 14:09:43,3,2,20.35061503319972
2025-02-04 14:09:43,3,3,20.459453158499848
